"Continente","Pais","Departamento","Ciudad","Population"
"Asia","Taiwan","Taoyuan","Pingchen","188344"
"Asia","Taiwan","Taichung","Tali","171940"
"Asia","Taiwan","","Taiping","165524"
"Asia","Taiwan","Taoyuan","Pate","161700"
"Asia","Taiwan","Taichung","Fengyuan","161032"
"Asia","Taiwan","Taipei","Luchou","160516"
"Asia","Taiwan","Taipei","Hsichuh","154976"
"Asia","Taiwan","Taipei","Shulin","151260"
"Asia","Taiwan","Changhwa","Yuanlin","126402"
"Asia","Taiwan","Taoyuan","Yangmei","126323"
"Asia","Taiwan","","Taliao","115897"
"Asia","Taiwan","","Kueishan","112195"
"Asia","Taiwan","Taipei","Tanshui","111882"
"Asia","Taiwan","Taitung","Taitung","111039"
"Asia","Taiwan","Hualien","Hualien","108407"
"Asia","Taiwan","Nantou","Nantou","104723"
"Asia","Taiwan","Taipei","Lungtan","103088"
"Asia","Taiwan","Yünlin","Touliu","98900"
"Asia","Taiwan","Nantou","Tsaotun","96800"
"Asia","Taiwan","Kaohsiung","Kangshan","92200"
"Asia","Taiwan","Ilan","Ilan","92000"
"Asia","Taiwan","Miaoli","Miaoli","90000"
"Africa","Tanzania","Dar es Salaam","Dar es Salaam","1747000"
"Africa","Tanzania","Dodoma","Dodoma","189000"
"Africa","Tanzania","Mwanza","Mwanza","172300"
"Africa","Tanzania","Zanzibar West","Zanzibar","157634"
"Africa","Tanzania","Tanga","Tanga","137400"
"Africa","Tanzania","Mbeya","Mbeya","130800"
"Africa","Tanzania","Morogoro","Morogoro","117800"
"Africa","Tanzania","Arusha","Arusha","102500"
"Africa","Tanzania","Kilimanjaro","Moshi","96800"
"Africa","Tanzania","Tabora","Tabora","92800"
"Africa","Uganda","Central","Kampala","890800"
"Europe","Ukraine","Kiova","Kyiv","2624000"
"Europe","Ukraine","Harkova","Harkova [Harkiv]","1500000"
"Europe","Ukraine","Dnipropetrovsk","Dnipropetrovsk","1103000"
"Europe","Ukraine","Donetsk","Donetsk","1050000"
"Europe","Ukraine","Odesa","Odesa","1011000"
"Europe","Ukraine","Zaporizzja","Zaporizzja","848000"
"Europe","Ukraine","Lviv","Lviv","788000"
"Europe","Ukraine","Dnipropetrovsk","Kryvyi Rig","703000"
"Europe","Ukraine","Mykolajiv","Mykolajiv","508000"
"Europe","Ukraine","Donetsk","Mariupol","490000"
"Europe","Ukraine","Lugansk","Lugansk","469000"
"Europe","Ukraine","Vinnytsja","Vinnytsja","391000"
"Europe","Ukraine","Donetsk","Makijivka","384000"
"Europe","Ukraine","Herson","Herson","353000"
"Europe","Ukraine","Krim","Sevastopol","348000"
"Europe","Ukraine","Krim","Simferopol","339000"
"Europe","Ukraine","Pultava","Pultava [Poltava]","313000"
"Europe","Ukraine","Tšernigiv","Tšernigiv","313000"
"Europe","Ukraine","Tšerkasy","Tšerkasy","309000"
"Europe","Ukraine","Donetsk","Gorlivka","299000"
"Europe","Ukraine","Zytomyr","Zytomyr","297000"
"Europe","Ukraine","Sumy","Sumy","294000"
"Europe","Ukraine","Dnipropetrovsk","Dniprodzerzynsk","270000"
"Europe","Ukraine","Kirovograd","Kirovograd","265000"
"Europe","Ukraine","Hmelnytskyi","Hmelnytskyi","262000"
"Europe","Ukraine","Tšernivtsi","Tšernivtsi","259000"
"Europe","Ukraine","Rivne","Rivne","245000"
"Europe","Ukraine","Pultava","Krementšuk","239000"
"Europe","Ukraine","Ivano-Frankivsk","Ivano-Frankivsk","237000"
"Europe","Ukraine","Ternopil","Ternopil","236000"
"Europe","Ukraine","Volynia","Lutsk","217000"
"Europe","Ukraine","Kiova","Bila Tserkva","215000"
"Europe","Ukraine","Donetsk","Kramatorsk","186000"
"Europe","Ukraine","Zaporizzja","Melitopol","169000"
"Europe","Ukraine","Krim","Kertš","162000"
"Europe","Ukraine","Dnipropetrovsk","Nikopol","149000"
"Europe","Ukraine","Zaporizzja","Berdjansk","130000"
"Europe","Ukraine","Dnipropetrovsk","Pavlograd","127000"
"Europe","Ukraine","Lugansk","Sjeverodonetsk","127000"
"Europe","Ukraine","Donetsk","Slovjansk","127000"
"Europe","Ukraine","Taka-Karpatia","Uzgorod","127000"
"Europe","Ukraine","Lugansk","Altševsk","119000"
"Europe","Ukraine","Lugansk","Lysytšansk","116000"
"Europe","Ukraine","Krim","Jevpatorija","112000"
"Europe","Ukraine","Hmelnytskyi","Kamjanets-Podilskyi","109000"
"Europe","Ukraine","Donetsk","Jenakijeve","105000"
"Europe","Ukraine","Lugansk","Krasnyi Lutš","101000"
"Europe","Ukraine","Lugansk","Stahanov","101000"
"Europe","Ukraine","Kirovograd","Oleksandrija","99000"
"Europe","Ukraine","Sumy","Konotop","96000"
"Europe","Ukraine","Donetsk","Kostjantynivka","95000"
"Europe","Ukraine","Zytomyr","Berdytšiv","90000"
"Europe","Ukraine","Odesa","Izmajil","90000"
"Europe","Ukraine","Sumy","Šostka","90000"
"Europe","Ukraine","Tšerkasy","Uman","90000"
"Europe","Ukraine","Kiova","Brovary","89000"
"Europe","Ukraine","Taka-Karpatia","Mukatševe","89000"
"South America","Uruguay","Montevideo","Montevideo","1236000"
"North America","United States","New York","New York","8008278"
"North America","United States","California","Los Angeles","3694820"
"North America","United States","Illinois","Chicago","2896016"
"North America","United States","Texas","Houston","1953631"
"North America","United States","Pennsylvania","Philadelphia","1517550"
"North America","United States","Arizona","Phoenix","1321045"
"North America","United States","California","San Diego","1223400"
"North America","United States","Texas","Dallas","1188580"
"North America","United States","Texas","San Antonio","1144646"
"North America","United States","Michigan","Detroit","951270"
"North America","United States","California","San Jose","894943"
"North America","United States","Indiana","Indianapolis","791926"
"North America","United States","California","San Francisco","776733"
"North America","United States","Florida","Jacksonville","735167"
"North America","United States","Ohio","Columbus","711470"
"North America","United States","Texas","Austin","656562"
"North America","United States","Maryland","Baltimore","651154"
"North America","United States","Tennessee","Memphis","650100"
"North America","United States","Wisconsin","Milwaukee","596974"
"North America","United States","Massachusetts","Boston","589141"
"North America","United States","District of Columbia","Washington","572059"
"North America","United States","Tennessee","Nashville-Davidson","569891"
"North America","United States","Texas","El Paso","563662"
"North America","United States","Washington","Seattle","563374"
"North America","United States","Colorado","Denver","554636"
"North America","United States","North Carolina","Charlotte","540828"
"North America","United States","Texas","Fort Worth","534694"
"North America","United States","Oregon","Portland","529121"
"North America","United States","Oklahoma","Oklahoma City","506132"
"North America","United States","Arizona","Tucson","486699"
"North America","United States","Louisiana","New Orleans","484674"
"North America","United States","Nevada","Las Vegas","478434"
"North America","United States","Ohio","Cleveland","478403"
"North America","United States","California","Long Beach","461522"
"North America","United States","New Mexico","Albuquerque","448607"
"North America","United States","Missouri","Kansas City","441545"
"North America","United States","California","Fresno","427652"
"North America","United States","Virginia","Virginia Beach","425257"
"North America","United States","Georgia","Atlanta","416474"
"North America","United States","California","Sacramento","407018"
"North America","United States","California","Oakland","399484"
"North America","United States","Arizona","Mesa","396375"
"North America","United States","Oklahoma","Tulsa","393049"
"North America","United States","Nebraska","Omaha","390007"
"North America","United States","Minnesota","Minneapolis","382618"
"North America","United States","Hawaii","Honolulu","371657"
"North America","United States","Florida","Miami","362470"
"North America","United States","Colorado","Colorado Springs","360890"
"North America","United States","Missouri","Saint Louis","348189"
"North America","United States","Kansas","Wichita","344284"
"North America","United States","California","Santa Ana","337977"
"North America","United States","Pennsylvania","Pittsburgh","334563"
"North America","United States","Texas","Arlington","332969"
"North America","United States","Ohio","Cincinnati","331285"
"North America","United States","California","Anaheim","328014"
"North America","United States","Ohio","Toledo","313619"
"North America","United States","Florida","Tampa","303447"
"North America","United States","New York","Buffalo","292648"
"North America","United States","Minnesota","Saint Paul","287151"
"North America","United States","Texas","Corpus Christi","277454"
"North America","United States","Colorado","Aurora","276393"
"North America","United States","North Carolina","Raleigh","276093"
"North America","United States","New Jersey","Newark","273546"
"North America","United States","Kentucky","Lexington-Fayette","260512"
"North America","United States","Alaska","Anchorage","260283"
"North America","United States","Kentucky","Louisville","256231"
"North America","United States","California","Riverside","255166"
"North America","United States","Florida","Saint Petersburg","248232"
"North America","United States","California","Bakersfield","247057"
"North America","United States","California","Stockton","243771"
"North America","United States","Alabama","Birmingham","242820"
"North America","United States","New Jersey","Jersey City","240055"
"North America","United States","Virginia","Norfolk","234403"
"North America","United States","Louisiana","Baton Rouge","227818"
"North America","United States","Florida","Hialeah","226419"
"North America","United States","Nebraska","Lincoln","225581"
"North America","United States","North Carolina","Greensboro","223891"
"North America","United States","Texas","Plano","222030"
"North America","United States","New York","Rochester","219773"
"North America","United States","Arizona","Glendale","218812"
"North America","United States","Ohio","Akron","217074"
"North America","United States","Texas","Garland","215768"
"North America","United States","Wisconsin","Madison","208054"
"North America","United States","Indiana","Fort Wayne","205727"
"North America","United States","California","Fremont","203413"
"North America","United States","Arizona","Scottsdale","202705"
"North America","United States","Alabama","Montgomery","201568"
"North America","United States","Louisiana","Shreveport","200145"
"North America","United States","Georgia","Augusta-Richmond County","199775"
"North America","United States","Texas","Lubbock","199564"
"North America","United States","Virginia","Chesapeake","199184"
"North America","United States","Alabama","Mobile","198915"
"North America","United States","Iowa","Des Moines","198682"
"North America","United States","Michigan","Grand Rapids","197800"
"North America","United States","Virginia","Richmond","197790"
"North America","United States","New York","Yonkers","196086"
"North America","United States","Washington","Spokane","195629"
"North America","United States","California","Glendale","194973"
"North America","United States","Washington","Tacoma","193556"
"North America","United States","Texas","Irving","191615"
"North America","United States","California","Huntington Beach","189594"
"North America","United States","California","Modesto","188856"
"North America","United States","North Carolina","Durham","187035"
"North America","United States","Georgia","Columbus","186291"
"North America","United States","Florida","Orlando","185951"
"North America","United States","Idaho","Boise City","185787"
"North America","United States","North Carolina","Winston-Salem","185776"
"North America","United States","California","San Bernardino","185401"
"North America","United States","Mississippi","Jackson","184256"
"North America","United States","Arkansas","Little Rock","183133"
"North America","United States","Utah","Salt Lake City","181743"
"North America","United States","Nevada","Reno","180480"
"North America","United States","Virginia","Newport News","180150"
"North America","United States","Arizona","Chandler","176581"
"North America","United States","Texas","Laredo","176576"
"North America","United States","Nevada","Henderson","175381"
"North America","United States","Virginia","Arlington","174838"
"North America","United States","Tennessee","Knoxville","173890"
"North America","United States","Texas","Amarillo","173627"
"North America","United States","Rhode Island","Providence","173618"
"North America","United States","California","Chula Vista","173556"
"North America","United States","Massachusetts","Worcester","172648"
"North America","United States","California","Oxnard","170358"
"North America","United States","Ohio","Dayton","166179"
"North America","United States","California","Garden Grove","165196"
"North America","United States","California","Oceanside","161029"
"North America","United States","Arizona","Tempe","158625"
"North America","United States","Alabama","Huntsville","158216"
"North America","United States","California","Ontario","158007"
"North America","United States","Tennessee","Chattanooga","155554"
"North America","United States","Florida","Fort Lauderdale","152397"
"North America","United States","Massachusetts","Springfield","152082"
"North America","United States","Missouri","Springfield","151580"
"North America","United States","California","Santa Clarita","151088"
"North America","United States","California","Salinas","151060"
"North America","United States","Florida","Tallahassee","150624"
"North America","United States","Illinois","Rockford","150115"
"North America","United States","California","Pomona","149473"
"North America","United States","Louisiana","Metairie","149428"
"North America","United States","New Jersey","Paterson","149222"
"North America","United States","Kansas","Overland Park","149080"
"North America","United States","California","Santa Rosa","147595"
"North America","United States","New York","Syracuse","147306"
"North America","United States","Kansas","Kansas City","146866"
"North America","United States","Virginia","Hampton","146437"
"North America","United States","Colorado","Lakewood","144126"
"North America","United States","Washington","Vancouver","143560"
"North America","United States","California","Irvine","143072"
"North America","United States","Illinois","Aurora","142990"
"North America","United States","California","Moreno Valley","142381"
"North America","United States","California","Pasadena","141674"
"North America","United States","California","Hayward","140030"
"North America","United States","Texas","Brownsville","139722"
"North America","United States","Connecticut","Bridgeport","139529"
"North America","United States","Florida","Hollywood","139357"
"North America","United States","Michigan","Warren","138247"
"North America","United States","California","Torrance","137946"
"North America","United States","Oregon","Eugene","137893"
"North America","United States","Florida","Pembroke Pines","137427"
"North America","United States","Oregon","Salem","136924"
"North America","United States","Texas","Pasadena","133936"
"North America","United States","California","Escondido","133559"
"North America","United States","California","Sunnyvale","131760"
"North America","United States","Georgia","Savannah","131510"
"North America","United States","California","Fontana","128929"
"North America","United States","California","Orange","128821"
"North America","United States","Illinois","Naperville","128358"
"North America","United States","Virginia","Alexandria","128283"
"North America","United States","California","Rancho Cucamonga","127743"
"North America","United States","Texas","Grand Prairie","127427"
"North America","United States","California","East Los Angeles","126379"
"North America","United States","California","Fullerton","126003"
"North America","United States","California","Corona","124966"
"North America","United States","Michigan","Flint","124943"
"North America","United States","Nevada","Paradise","124682"
"North America","United States","Texas","Mesquite","124523"
"North America","United States","Michigan","Sterling Heights","124471"
"North America","United States","South Dakota","Sioux Falls","123975"
"North America","United States","Connecticut","New Haven","123626"
"North America","United States","Kansas","Topeka","122377"
"North America","United States","California","Concord","121780"
"North America","United States","Indiana","Evansville","121582"
"North America","United States","Connecticut","Hartford","121578"
"North America","United States","North Carolina","Fayetteville","121015"
"North America","United States","Iowa","Cedar Rapids","120758"
"North America","United States","New Jersey","Elizabeth","120568"
"North America","United States","Michigan","Lansing","119128"
"North America","United States","California","Lancaster","118718"
"North America","United States","Colorado","Fort Collins","118652"
"North America","United States","Florida","Coral Springs","117549"
"North America","United States","Connecticut","Stamford","117083"
"North America","United States","California","Thousand Oaks","117005"
"North America","United States","California","Vallejo","116760"
"North America","United States","California","Palmdale","116670"
"North America","United States","South Carolina","Columbia","116278"
"North America","United States","California","El Monte","115965"
"North America","United States","Texas","Abilene","115930"
"North America","United States","Nevada","North Las Vegas","115488"
"North America","United States","Michigan","Ann Arbor","114024"
"North America","United States","Texas","Beaumont","113866"
"North America","United States","Texas","Waco","113726"
"North America","United States","Georgia","Macon","113336"
"North America","United States","Missouri","Independence","113288"
"North America","United States","Illinois","Peoria","112936"
"North America","United States","California","Inglewood","112580"
"North America","United States","Illinois","Springfield","111454"
"North America","United States","California","Simi Valley","111351"
